"","小区名","地区","道路","厅室","面积","层数","联系人","月租"
"2316","华润前海中心","南山-前海","梦海大道,近学府路","1室1厅","42","6/10","姚伟海",1200
"2317","泰安轩","福田-车公庙","泰然四路","1室0厅","33","3/8","朱雄",1080
"2318","深业新岸线","宝安-宝安中心","兴业路","1室0厅","22","29/34","姚明君",3600
"2319","海关笋岗生活区","罗湖-笋岗","西货场路18号","1室1厅","43","22/30","林秋凤",4500
"2320","深南花园","南山-科技园","科兴路11号","1室1厅","32","6/23","何丽芬",3300
"2321","锦绣江南(四期)","龙华-民治","梅龙路","1室1厅","43","29/30","郭艳霞",500
"2322","后瑞华庭","宝安-宝安机场","新瑞路","1室1厅","39","19/33","范灶清",1500
"2323","红山6979","龙华-民治","民繁路,近民宝路","1室0厅","26","6/10","张庆春",1400
"2324","莲丰雅苑","福田-莲花","北环大道4013号","1室0厅","32","5/9","吴春妮",1380
"2325","中城康桥花园一期","龙岗-丹竹头","龙岗大道3001号","1室0厅","33","5/7","刘伟",1900
"2326","尚水天成","龙岗-布吉","吉华路299号","1室0厅","28","8/12","洪振宇",1000
"2327","布吉中心广场","龙岗-布吉","吉华路69号","1室1厅","31","20/29","刘星冉",2760
"2328","金港华庭","宝安-西乡","宝安大道4009号","1室1厅","45","6/12","李春林",2500
"2329","留仙居","南山-西丽","新高路19号","1室0厅","43","9/16","杨兴珍",3900
"2330","海滨新村","宝安-西乡","宝源路","1室0厅","25","6/15","龙凯钰",1880
"2331","桐馨园","罗湖-莲塘","罗沙路","1室1厅","51","13/27","燕永高",1450
"2332","裕安居","宝安-新安","裕安二路125号","1室0厅","32","10/18","郑宇卿",650
"2333","特发和平里","龙华-民治","和平路西399号","1室0厅","45","13/30","黄振锋",1300
"2334","如意小区","龙岗-龙岗中心城","如意路86号","1室1厅","50","19/42","杨圣凯",900
"2335","白石龙一区","龙华-梅林关口","民塘路","1室1厅","43","26/33","杨发",4800
"2336","大信花园","龙华-龙华中心区","龙发路215号","1室1厅","51","10/28","王婷",1400
"2337","鸿荣源壹成中心花园","龙华-龙华中心区","人民路4022号","1室1厅","41","22/40","叶祖政",1450
"2338","友邻公寓","南山-南山中心","桃园路5号","1室0厅","28","5/8","钟小君",1200
"2339","星河盛世(商住楼)","龙华-梅林关口","梅龙大道","1室1厅","44","22/26","张可",900
"2340","前海时代","南山-前海","怡海大道","1室1厅","53","13/26","陈少良",2000
"2341","大浪颐丰华","龙华-龙华区政府","华宁路91号","1室1厅","40","26/39","幸秋香",2000
"2342","翠华花园","罗湖-田贝","华丽路2046号","1室1厅","41","9/16","梅宽",1180
"2343","宝能悦澜山","龙岗-大运","回龙路2号","1室1厅","28","11/26","杨欣",1400
"2344","翠景园(龙华)","龙华-龙华区政府","高峰路","1室1厅","50","15/39","柯俊杰",1350
"2345","深圳中心天元","福田-福田中心","深南大道","1室1厅","55","18/32","韩耀锋",1180
"2346","上梅林新村","福田-梅林","上梅林新村6号","1室0厅","21","12/13","李岩松",1750
"2347","华南西苑","龙岗-平湖","平吉大道北295号","1室0厅","30","7/12","张勋",2000
"2348","翡翠华庭","宝安-新安","前进一路","1室0厅","27","10/20","赵民华",800
"2349","红荔村","福田-华强北","红荔路","1室0厅","28","8/10","刘日辉",1000
"2350","中环花园","龙华-龙华中心区","龙发路228号","1室1厅","45","2/5","熊峰",750
"2351","泓瀚苑","龙岗-坂田","长发路","1室1厅","45","18/26","高展锋",2760
"2352","下白石新村","南山-华侨城","沙河街","1室0厅","28","1/5","何宝贤",3680
"2353","奥林华府","龙岗-大运","如意路","1室0厅","23","5/14","朱勇军",1880
"2354","荣德国际城市综合体","龙岗-横岗","龙岗大道","1室1厅","40","7/13","彭夏",2170
"2355","西头新村","龙华-民治","建设西路","1室2厅","47","26/34","张敏",600
"2356","工商局宿舍","罗湖-洪湖","洪湖二街63号","1室1厅","11","2/12","丁家声",1180
"2357","新和福海小区","宝安-福永","福洲大道","1室1厅","37","2/13","丘繁耀",880
"2358","国城花园","福田-百花","百花一路1号","1室1厅","32","6/12","张锦标",2080
"2359","华业玫瑰四季一期","龙华-民治","龙华人民路","1室1厅","55","9/25","王小康",1500
"2360","幸福华府","罗湖-蔡屋围","宝安南路","1室0厅","25","7/9","刘融丽",3390
"2361","水口花园","宝安-新安","前进一路","1室1厅","20","23/27","牟永建",3000
"2362","新围村","南山-西丽","留仙大道","1室1厅","68","12/15","余锦城",4500
"2363","水围商务大厦","龙华-大浪","华霆路228号","1室1厅","48","20/30","梁盼盼",1800
"2364","幸福城(二期)","龙华-清湖","清泉路","1室1厅","42","6/10","姚伟海",1500
"2365","翠隆花园","龙岗-布吉","布龙路","1室0厅","33","3/8","朱雄",1200
"2366","华府大厦","龙岗-坂田","永香西路19号","1室1厅","17","19/27","李飞",1580
"2367","布吉中心广场","龙岗-布吉","吉华路69号","1室0厅","22","29/34","姚明君",699
"2368","锦荟PARK","龙岗-横岗","龙岗大道","1室1厅","43","22/30","林秋凤",1000
"2369","鼎尚时代","宝安-西乡","固南二路","1室1厅","32","6/23","何丽芬",2380
"2370","御龙华庭","龙华-民治","简上路","1室1厅","43","29/30","郭艳霞",950
"2371","翠景大厦","罗湖-翠竹","田贝四路72号","1室1厅","39","19/33","范灶清",1680
"2372","草埔新村","罗湖-草埔","稻田路1136号","1室0厅","26","6/10","张庆春",2000
"2373","锦绣明珠","龙华-龙华中心区","东环二路","1室0厅","32","5/9","吴春妮",2000
"2374","拍力其大楼","龙岗-坂田","长发中路22号","1室0厅","33","5/7","刘伟",1000
"2375","槟城西岸华庭","宝安-西乡","悦和路7号","1室0厅","28","8/12","洪振宇",1310
"2376","凤城花园","宝安-福永","大洋路","1室1厅","31","20/29","刘星冉",750
"2377","艺术大厦","龙岗-布吉","湖西路","1室1厅","45","6/12","李春林",1250
"2378","万象新天一期","宝安-西乡","固戍二路","1室0厅","43","9/16","杨兴珍",3500
"2379","前城滨海花园","宝安-西乡","宝安大道","1室0厅","25","6/15","龙凯钰",1280
"2380","南油A区","南山-南油","建南路5号","1室1厅","51","13/27","燕永高",1500
"2381","中洲中央公寓","宝安-新安","公园路137号","1室0厅","32","10/18","郑宇卿",1500
"2382","桃源村(一期)","南山-桃源村","龙井路","1室0厅","45","13/30","黄振锋",1380
"2383","都汇大厦","宝安-石岩","宝石东路","1室1厅","50","19/42","杨圣凯",1400
"2384","宝安73区住宅楼","宝安-新安","新安四路","1室1厅","43","26/33","杨发",2000
"2385","上合花园","宝安-新安","公园路","1室1厅","51","10/28","王婷",1400
"2386","御龙华庭","龙华-民治","简上路","1室1厅","41","22/40","叶祖政",900
"2387","熙龙湾(二期)","宝安-宝安中心","甲岸路2号","1室0厅","28","5/8","钟小君",1580
"2388","翡翠明珠花园","龙岗-龙岗中心城","晨光路49号","1室1厅","44","22/26","张可",1300
"2389","名居新城","龙岗-龙岗中心城","龙岗大道,近如意路","1室1厅","53","13/26","陈少良",1480
"2390","弓村","龙华-龙华中心区","弓村一巷1号","1室1厅","20","4/7","李政坚",1280
"2391","东悦名轩","罗湖-东门","东门中路","1室0厅","25","15/29","梁壬娟",4100
"2392","东方华都","罗湖-东门","文锦中路","1室1厅","43","23/33","吴磊",1380
"2393","水源居","宝安-沙井","宝安大道","1室1厅","35","13/32","刘本轩",1150
"2394","科苑居","南山-科技园","翠溪路","1室1厅","50","8/16","陈付伟",600
"2395","桂庙新村","南山-科技园","学府路","1室0厅","29","7/9","郭晓雨",1500
"2396","华晖云门","南山-桃源村","学苑大道1099号","1室1厅","40","7/15","涂成斌",1000
"2397","松坪山单身公寓","南山-科技园","朗康路1号","1室0厅","23","8/12","万志琼",2500
"2398","荔枝花园","龙岗-丹竹头","南岭西路","1室1厅","45","10/29","蔡晓林",3330
"2399","名家富居","南山-南头","正风路16号","1室1厅","64","8/25","周丽平",2480
"2400","花样年花郡","宝安-宝安中心","明玉路","1室1厅","42","10/18","陈阿芳",1000
"2401","南国丽城","南山-西丽","留仙大道","1室0厅","33","6/9","胡尚",2100
"2402","科苑居","南山-科技园","翠溪路","1室0厅","30","2/12","阿约木牛",1080
"2403","国际名园","罗湖-国贸","江背路18号","1室0厅","28","5/9","吴洋",3600
"2404","桂庙新村","南山-科技园","学府路","1室0厅","32","5/8","冯立鹏",1300
"2405","华晖云门","南山-桃源村","学苑大道1099号","1室0厅","36","4/11","易善哉",1500
"2406","东华明珠园","龙华-龙华中心区","建设路","1室0厅","28","9/12","宋曼玲",1580
"2407","荔枝花园","龙岗-丹竹头","南岭西路","1室0厅","33","2/13","周先林",3300
"2408","名家富居","南山-南头","正风路16号","1室1厅","45","8/11","罗平",500
"2409","花样年花郡","宝安-宝安中心","明玉路","1室1厅","42","9/21","刘朋",1100
"2410","城市主场","福田-八卦岭","上步路","1室1厅","45","12/30","汪超",1280
"2411","科技园住宅小区","南山-科技园","青梧路1号","1室0厅","30","8/10","蒋淑月",960
"2412","上圩小区","龙岗-龙岗中心城","上福路19号","1室0厅","25","11/30","戴付强",1500
"2413","福宁小区","龙岗-龙岗中心城","上宁路25号","1室0厅","28","7/9","江界",1380
"2414","宝安大道6373号小区","宝安-福永","宝安大道6373号","1室0厅","32","3/5","余小玲",680
"2415","城市山谷花园","南山-科技园","沙河西路2029号","1室0厅","28","5/8","方威武",2500
"2416","宝能城花园","南山-桃源村","留仙大道","1室1厅","38","7/16","冯彪",1450
"2417","大浪颐丰华","龙华-龙华区政府","华宁路91号","1室0厅","26","1/5","刘上旭",2500
"2418","汇商名苑","罗湖-东门","南庆街1号","1室0厅","20","5/9","吴丽琴",650
"2419","东富龙花园","龙华-清湖","梅龙大道","1室0厅","30","8/10","郭艳红",2580
"2420","鸿荣源壹成中心花园","龙华-龙华中心区","人民路4022号","1室0厅","28","3/6","曾橙",860
"2421","六约商住楼","龙岗-横岗","六和路39-1号","1室1厅","45","12/13","胡炀",900
"2422","桃源村(三期)","南山-桃源村","龙珠八路8号","1室0厅","30","3/12","黄美全",4800
"2423","布吉中心广场","龙岗-布吉","吉华路69号","1室1厅","32","9/13","袁丽娇",1450
"2424","华润城润府一期","南山-科技园","铜鼓路","1室0厅","35","9/24","刘子丹",2660
"2425","荔园大厦","南山-南山中心","桂庙路24号","1室0厅","26","3/9","徐教旭",1200
"2426","春华四季园","龙华-梅林关口","民康路","1室0厅","26","3/7","李建飞",850
"2427","儒骏城立方","龙岗-坂田","坂雪岗大道","1室0厅","30","12/18","张娅",2880
"2428","雅福居","福田-农科中心","侨香三道28号","1室0厅","31","7/8","朱雄",1080
"2429","万家园","龙华-大浪","大浪南路","1室0厅","22","10/12","苏山",1350
"2430","中房怡芬花园","龙岗-丹竹头","中怡路56号","1室0厅","33","8/16","唐晶虹",600
"2431","四联路353号小区","龙岗-横岗","四联路353号","1室0厅","28","5/8","李丹",1300
"2432","松坪山单身公寓","南山-科技园","朗康路1号","1室0厅","31","8/12","唐晶虹",1180
"2433","万科蛇口公馆","南山-蛇口","湾厦路","1室0厅","25","7/8","谈涛",2000
"2434","彩虹新都","福田-岗厦","彩田路","1室1厅","24","20/27","彭禄华",1450
"2435","半岛花园(B区)","南山-蛇口","近海路56号","1室1厅","45","8/13","魏景先",1000
"2436","苏豪名厦","南山-南头","南新路2098号","1室1厅","53","15/22","雷雄英",750
"2437","名门世家","龙岗-横岗","龙岗大道","1室0厅","29","9/15","徐会琴",2600
"2438","保利上城","龙岗-龙岗中心城","龙岗大道","1室0厅","30","3/8","黄振锋",1680
"2439","文锦花园","罗湖-黄贝岭","春风路1046号","1室1厅","40","11/12","邝国安",1200
"2440","宝新花园","宝安-宝安中心","宝新路362号","1室1厅","40","7/15","涂成斌",2500
"2441","东悦名轩","罗湖-东门","东门中路","1室0厅","20","8/10","刘琴",600
"2442","都市翠海华苑","宝安-新安","创业二路100号","1室1厅","46","23/32","殷新星",1580
"2443","京基御景华城","福田-赤尾","滨河大道3001号","1室0厅","30","3/8","谢艳鹏",1880
"2444","红音苑","龙岗-坂田","五和大道38号","1室0厅","30","3/3","李颖",880
"2445","元盛兴苑","福田-新洲","福强路4155号","1室1厅","35","4/9","杨明",2080
"2446","中城康桥花园一期","龙岗-丹竹头","龙岗大道3001号","1室1厅","40","5/10","范奕志",1900
"2447","灵芝园新村","宝安-新安","前进一路62号","1室0厅","23","4/8","张颖",1500
"2448","京基一百大厦","罗湖-蔡屋围","深南东路5016号","1室1厅","45","18/25","韩康连",3390
"2449","金域豪庭二期","宝安-福永","福一路","1室0厅","30","3/9","九别木乃",4500
"2450","华南城青创+","龙岗-平湖","平安大道","1室1厅","50","6/10","姚作平",1880
"2451","莱蒙水榭春天一二三期","龙华-民治","人民路","1室0厅","36","3/9","彭思敏",1200
"2452","泓瀚苑","龙岗-坂田","长发路","1室0厅","26","9/13","杨欣",1780
"2453","中洲华府二期","宝安-新安","创业二路","1室1厅","50","5/8","方伟杰",1580
"2454","下沙七坊","福田-上下沙","上沙二路","1室0厅","32","9/15","周剑华",950
"2455","深南花园","南山-科技园","科兴路11号","1室0厅","36","5/10","张立雯",1680
"2456","水斗富豪新村","龙华-清湖","东环二路","1室0厅","25","6/14","吴秋凤",1480
"2457","汇龙峰景","龙华-龙华区政府","桂月路","1室0厅","35","3/8","吴洋",2000
"2458","万科第五园(一期别墅)","龙岗-坂田","雅园路","1室1厅","40","14/21","刘权梨",1310
"2459","龙泽榕园","龙华-龙华中心区","龙华建设路201号","1室0厅","25","3/12","陈彩梅",2380
"2460","山咀头村","龙华-龙华中心区","东环一路","1室1厅","45","6/16","张振海",750
"2461","银湖汽车站综合楼","罗湖-银湖","银湖路","1室0厅","30","8/12","喻上恩",2900
"2462","创业二村","宝安-新安","群力一路1号","1室0厅","25","12/32","林燕",900
"2463","南景新村","龙华-民治","民治大道","1室0厅","36","3/9","易善哉",3000
"2464","同泰时代中心","宝安-福永","蚝业路","1室0厅","30","3/9","田美荣",1000
"2465","水斗盘龙新村","龙华-清湖","东环二路","1室1厅","73","8/16","陈晨",4900
"2466","南航明珠花园","宝安-西乡","航空路","1室1厅","24","12/28","张月美",1000
"2467","远洋新干线(一期)","龙岗-龙岗中心城","南联社区怡丰路2号","1室1厅","30","5/10","卜文往",1380
"2468","深物业金领","福田-皇岗","福田南路40号","1室0厅","32","6/10","李晓爱",1800
"2469","水口花园","宝安-新安","前进一路","1室0厅","34","7/15","戴桃子",3340
"2470","鸿洲新都","南山-南头","南新路3185号","1室1厅","35","8/8","周欣垒",1200
"2471","中海深圳湾畔花园","南山-华侨城","沙河东路186号","1室1厅","42","9/16","万磊",1300
"2472","合正汇一城","宝安-西乡","西乡大道","1室0厅","26","2/6","邹洋",999
"2473","布吉中心花园","龙岗-布吉","政清路","1室1厅","65","2/8","王谦",999
"2474","新屯南路24号小区","龙岗-龙岗中心城","新屯南路24号","1室0厅","27","7/12","杨欣",2980
"2475","吉祥楼","龙岗-坂田","和磡路","1室1厅","45","12/25","王泽理",600
"2476","裕安新苑","宝安-新安","怡安巷25号","1室1厅","38","22/28","赵贺",2000
"2477","南油生活B区","南山-南油","粤海龙城路5号","1室0厅","25","6/12","林振声",2810
"2478","深圳市软件产业基地","南山-科技园","高新南十道","1室0厅","26","9/10","陈德",2000
"2479","皓月花园","龙华-民治","民康路","1室0厅","28","3/7","冷文婷",1000
"2480","前海湾花园(二期)","南山-前海","港城路","1室0厅","30","7/10","刘堂",1780
"2481","鸿荣源西城雅筑","宝安-宝安中心","玉律路","1室1厅","40","9/12","杨冬杰",2480
"2482","向南瑞峰花园","南山-南山中心","桂庙路22号","1室0厅","26","5/8","王飞",1300
"2483","彩天名苑","福田-岗厦","彩田路","1室0厅","28","5/8","骆桂女",1400
"2484","洪湖大厦","罗湖-东门","人民北路3119号","1室1厅","48","2/5","林小晶",1200
"2485","南山豪庭","南山-南头","红花路136号","1室0厅","28","3/20","韦军",1880
"2486","水斗老围综合楼","龙岗-坂田","吉华路","1室0厅","32","5/7","魏本强",680
"2487","白石龙二区","龙华-梅林关口","梅龙路","1室1厅","30","7/13","江小金",1080
"2488","星航华府","宝安-宝安机场","兴华路北2号","1室0厅","35","5/16","郑权浩",1380
"2489","安华公寓","福田-车公庙","泰然八路18号","1室1厅","30","9/9","刘刚",1200
"2490","华强花园","福田-华强南","福虹路16号","1室0厅","25","3/20","韦军",1350
"2491","上合花园","宝安-新安","公园路","1室0厅","30","3/11","黄美全",1800
"2492","东门天地大厦","罗湖-东门","东门中路","1室1厅","35","6/15","黎志毅",1250
"2493","大学城创客小镇","南山-桃源村","留仙大道1201号","1室0厅","30","3/9","阿于大宝",2500
"2494","白石龙一区","龙华-梅林关口","民塘路","1室0厅","30","3/6","申元元",1380
"2495","鹏达摩尔城","龙岗-龙岗中心城","龙岗大道6002号","1室0厅","25","5/8","谈涛",8800
"2496","西海明珠","南山-南山中心","桃园路1号","1室1厅","36","6/8","冯仪敏",2280
"2497","百旺研发公寓","南山-西丽","沙河西路5328号","1室0厅","30","5/8","章锐",1000
"2498","牛栏前村","龙华-民治","布龙路","1室1厅","38","29/31","周永杰",3000
"2499","樟树布新村","龙岗-丹竹头","樟富路","1室0厅","36","8/12","桂明明",1500
"2500","碧海湾花园","宝安-西乡","新湾路305号","1室0厅","28","4/9","周秀龙",1480
"2501","景城花园","宝安-沙井","北环路118号","1室1厅","40","8/13","侯维镔",1000
"2502","金钟大厦","南山-南油","文心一路99号","1室0厅","29","8/16","郭经鹏",1500
"2503","沙尾文化综合楼","福田-新洲","沙尾路,近金地一路","1室1厅","51","16/32","郭辉龙",800
"2504","下围园新村一巷22号小区","宝安-西乡","下围园新村一巷22号","1室0厅","20","5/9","吴丽琴",3800
"2505","黄金豪庭","龙岗-丹竹头","黄金南路95号","1室0厅","25","8/12","吴金旺",1800
"2506","泰安花园","宝安-宝安中心","川安路137号","1室1厅","45","6/8","陈宗丽",1080
"2507","文汇花园","宝安-新安","宝民一路204号","1室1厅","36","18/32","马莉娟",1680
"2508","和磡村","龙华-梅林关口","五和大道","1室0厅","30","6/12","晏芳",1180
"2509","海发大厦","龙岗-坂田","五和大道","1室0厅","25","6/16","张海鹏",1300
"2510","新屯南路24号小区","龙岗-龙岗中心城","新屯南路24号","1室0厅","20","6/12","陈欢",950
"2511","学府花园","南山-南山中心","学府路103号","1室0厅","30","3/9","吉合木乃",1000
"2512","鹏达花园","龙岗-龙岗中心城","碧新路2059号","1室0厅","30","3/6","何志娟",1000
"2513","幸福城(一期)","龙华-清湖","清泉路","1室0厅","32","2/12","赖佩玲",1200
"2514","颐安都会中央(一期)","龙岗-龙岗中心城","龙飞大道","1室1厅","40","8/10","龙珍",1050
"2515","龙井小区","福田-农科中心","侨香四道6号","1室0厅","35","8/12","陈水珠",900
"2516","科技园小区","南山-科技园","翠溪路1号","1室0厅","30","6/12","伍鑫",1280
"2517","南水花园","南山-蛇口","南水步行街204号","1室0厅","35","5/8","冯宪南",2400
"2518","和成世纪名园","龙岗-坂田","五和大道","1室0厅","25","3/5","陈丘玉",1600
"2519","翠都花园","罗湖-田贝","翠竹路","1室1厅","35","9/13","张学宇",1280
"2520","银泉花园","龙华-民治","龙峰二路106号","1室1厅","46","8/12","谢艳鹏",1000
"2521","深城公寓","罗湖-笋岗","红岭北路3002号","1室0厅","30","3/9","陈建伟",1450
"2522","深宝花园","宝安-宝安中心","自由路3号","1室0厅","36","3/9","彭思敏",800
"2523","高嘉花园","罗湖-国贸","春风路2002号","1室1厅","50","5/8","方伟杰",1580
"2524","金沙花园","龙岗-布吉","西环路70号","1室0厅","22","8/10","刘琴",1000
"2525","先科花园","福田-梅林","梅华路3号","1室0厅","30","3/11","张诗瑶",2420
"2526","理想公馆","福田-梅林","梅林路48号","1室0厅","28","2/10","郑高奇",1000
"2527","半岛花园(B区)","南山-蛇口","近海路56号","1室1厅","26","8/22","刘钰",900
"2528","万科天誉二期","龙岗-龙岗中心城","龙岗大道","1室1厅","20","29/41","曾偲",1500
"2529","雅云轩","福田-石厦","石厦北三街4号","1室0厅","25","6/14","吴秋凤",3800
"2530","满庭芳花园","龙岗-布吉","百鸽路","1室0厅","35","3/8","吴洋",1000
"2531","银湖汽车站综合楼","罗湖-银湖","银湖路","1室1厅","40","14/21","刘权梨",3600
"2532","水斗盘龙新村","龙华-清湖","东环二路","1室0厅","33","5/7","魏本强",1680
"2533","南航明珠花园","宝安-西乡","航空路","1室0厅","26","5/8","张颖",4000
"2534","万象新园","南山-南山中心","南光路67号","1室1厅","58","25/32","黄开拓",1000
"2535","远洋新干线(一期)","龙岗-龙岗中心城","南联社区怡丰路2号","1室1厅","45","16/33","林洋",4200
"2536","深物业金领","福田-皇岗","福田南路40号","1室0厅","30","3/13","阿约木牛",1380
"2537","港铁天颂","龙华-大浪","和平路374号","1室1厅","50","6/11","李忠宁",1280
"2538","润恒御园","宝安-宝安中心","兴业路","1室0厅","28","3/9","魏林林",2000
"2539","锦中业大厦","龙岗-龙岗中心城","军田路22号","1室0厅","30","3/6","王志刚",1000
"2540","横岗联建楼","龙岗-横岗","塘坑路42号","1室0厅","21","3/8","孙法龙",1300
"2541","红音苑","龙岗-坂田","五和大道38号","1室1厅","45","4/10","吴秋凤",1400
"2542","金域豪庭二期","宝安-福永","福一路","1室0厅","32","9/12","宁丽燕",6000
"2543","碧云天","福田-梅林","梅林西路156号","1室1厅","50","6/12","胡俊廷",600
"2544","椰树花园","福田-上下沙","沙嘴路117号","1室0厅","26","4/8","喻上恩",2900
"2545","新屯南路24号小区","龙岗-龙岗中心城","新屯南路24号","1室1厅","40","2/5","何春燕",750
"2546","玉律村四区","光明-公明","光侨路","1室1厅","45","2/5","熊峰",2200
"2547","吉祥楼","龙岗-坂田","和磡路","1室0厅","25","2/6","张政",1500
"2548","万象新天三期","宝安-西乡","宝安大道","1室1厅","36","8/15","舒秀花",1300
"2549","和堪村","龙岗-坂田","永香路","1室0厅","28","6/10","张金胜",2010
"2550","南油生活B区","南山-南油","粤海龙城路5号","1室0厅","21","7/9","汤伟",1800
"2551","龙井花园","南山-桃源村","龙井村82-2号","1室0厅","30","6/7","邢玲玲",2190
"2552","意馨居","福田-八卦岭","八卦四路32号","1室1厅","40","11/11","詹彩云",1360
"2553","皓月花园","龙华-民治","民康路","1室0厅","33","2/6","杨传超",880
"2554","留仙居","南山-西丽","新高路19号","1室1厅","46","10/15","贾小丽",2500
"2555","联美新天地华府","龙岗-布吉","龙岗大道","1室0厅","30","3/13","阿约木牛",1300
"2556","向南瑞峰花园","南山-南山中心","桂庙路22号","1室1厅","52","26/32","黄开拓",5200
"2557","桂芳园(五期)","龙岗-丹竹头","中翠路","1室0厅","26","2/8","郭经龙",2660
"2558","彩天名苑","福田-岗厦","彩田路","1室0厅","30","3/11","张诗瑶",1230
"2559","益田名园","福田-石厦","福强路3008号","1室1厅","25","6/12","殷继贵",1120
"2560","南山豪庭","南山-南头","红花路136号","1室1厅","39","3/41","董永",1800
"2561","白石龙二区","龙华-梅林关口","梅龙路","1室0厅","30","8/12","喻上恩",1950
"2562","同泰时代中心","宝安-福永","蚝业路","1室1厅","42","10/18","郑宇卿",900
"2563","九祥岭综合楼","南山-西丽","南天路","1室1厅","20","3/10","陈绍杰",4900
"2564","宝丽花园","龙岗-布吉","宝丽路","1室0厅","20","3/5","曾巧莲",1380
"2565","同泰时代中心","宝安-福永","蚝业路","1室0厅","31","6/9","冯宪南",1200
"2566","宝城花园","宝安-西乡","海城路","1室1厅","50","15/30","李俊",3340
"2567","安华公寓","福田-车公庙","泰然八路18号","1室0厅","36","3/9","易善哉",1200
"2568","大学城创客小镇","南山-桃源村","留仙大道1201号","1室0厅","30","5/6","夏荣辉",600
"2569","阳光花地苑","南山-前海","前海路1082号","1室1厅","35","19/27","赖圆媛",600
"2570","红裙楼小区","罗湖-蔡屋围","桂园路141号","1室0厅","30","3/7","王刚",900
"2571","诚信华庭","龙岗-布吉","广场路1号","1室0厅","28","8/12","李胜利",1100
"2572","美丽365花园","龙华-龙华中心区","三联路","1室1厅","35","9/15","张锦标",1280
"2573","华清园安业花园","罗湖-莲塘","经二路40号","1室0厅","30","8/12","周卫",2480
"2574","华强花园","福田-华强南","福虹路16号","1室0厅","30","3/9","田美荣",1300
"2575","白石龙一区","龙华-梅林关口","民塘路","1室0厅","32","6/10","李晓爱",1200
"2576","西丽湖度假村","南山-西丽","西丽湖路4066号","1室1厅","42","6/13","黎才娇",1880
"2577","鹏达摩尔城","龙岗-龙岗中心城","龙岗大道6002号","1室0厅","34","7/15","戴桃子",1380
"2578","西海明珠","南山-南山中心","桃园路1号","1室1厅","35","8/8","周欣垒",1200
"2579","联美新天地华府","龙岗-布吉","龙岗大道","1室0厅","30","2/6","林小晶",2280
"2580","西乡海乐花园","宝安-西乡","新湾路110号","1室0厅","28","3/7","柳铭",3500
"2581","新华苑(二期)","龙华-龙华中心区","东环二路","1室0厅","28","6/12","舒秀花",850
"2582","阳光海景豪苑","南山-科技园","高新中四道29号","1室0厅","30","8/10","罗银",1750
"2583","鸿荣源西城雅筑","宝安-宝安中心","玉律路","1室0厅","30","3/8","许小丫",800
"2584","金汇名园","宝安-宝安中心","甲岸路25号","1室0厅","30","3/13","阿约木牛",1880
"2585","共和花园","龙华-龙华中心区","东环一路","1室0厅","25","11/12","江界",800
"2586","万科俊园","罗湖-田贝","爱国路1001号","1室1厅","54","20/28","李雪斌",1500
"2587","长发新村","龙岗-坂田","五和大道","1室0厅","32","3/9","淦鑫",1680
"2588","留仙居","南山-西丽","新高路19号","1室0厅","40","5/26","肖婷",1800
"2589","翰岭院","福田-梅林","彩田北路7024号","1室0厅","35","9/17","林建委",3500
"2590","皇洲花园","福田-岗厦","滨河大道5004-10号","1室0厅","32","3/9","淦鑫",1300
"2591","沙尾西村","福田-新洲","新洲路","1室0厅","28","3/7","曾橙",1500
"2592","后瑞华庭","宝安-宝安机场","新瑞路","1室1厅","38","14/16","曹亮亮",1980
"2593","英郡年华","龙岗-丹竹头","岭背路3号","1室0厅","28","3/8","苏慧云",850
"2594","育德佳园","南山-后海","后海大道2248号","1室0厅","35","8/12","李欣",1000
"2595","世纪春城(一期)","龙华-民治","梅龙南路","1室1厅","28","13/14","林燕",1280
"2596","金龙花园","龙岗-丹竹头","金坑北路7号","1室0厅","25","6/10","徐思秋",1000
"2597","怡然天地居","南山-桃源村","龙珠四路337号","1室1厅","35","2/6","黄丽红",1860
"2598","坳背路107号小区","龙岗-横岗","坳背路107号","1室0厅","30","3/6","周姝楠",1350
"2599","利金城华侨新村公寓","龙华-民治","布龙路","1室0厅","28","4/6","曾凤娇",1000
"2600","上合花园","宝安-新安","公园路","1室1厅","41","25/28","段少英",1950
"2601","前海湾花园(一期)","南山-前海","港城路61号","1室1厅","35","1/7","杨朋朋",600
"2602","碧海湾花园","宝安-西乡","新湾路305号","1室0厅","23","2/7","郑文涛",1580
"2603","海滨小区","南山-科技园","白石路","1室0厅","28","3/8","成观耀",2500
"2604","松坪村梅苑","南山-科技园","松坪山路14号","1室1厅","38","5/12","姚伟海",2590
"2605","玖悦","宝安-新安","前进一路","1室1厅","25","5/10","徐概",2500
"2606","南洋大厦","罗湖-国贸","建设路2008号","1室1厅","44","21/29","马金玲",2310
"2607","现代之窗大厦","福田-华强北","福田区华强北路1078号","1室0厅","30","10/12","宋曼玲",5600
"2608","福龙家园","龙华-大浪","福龙路","1室0厅","25","5/9","周卫",720
"2609","同泰时代中心","宝安-福永","蚝业路","1室1厅","45","12/15","黄小粹",650
"2610","鸿翠苑","罗湖-草埔","金稻田路2053号","1室0厅","30","2/12","周先林",3800
"2611","都市阳光名苑","福田-车公庙","深南大道6017号","1室0厅","30","3/5","余小玲",600
"2612","桃苑公寓","南山-南山中心","南山大道2039号","1室0厅","20","3/8","杨英群",2280
