"","小区名","厅室","面积","朝向","装饰","电梯","楼层","周边","总价","单价"
"2690","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"2691","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"2692","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"2693","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"2694","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"2695","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"2696","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"2697","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"2698","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"2699","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"2700","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"2701","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"2702","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"2703","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"2704","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"2705","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"2706","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"2707","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"2708","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"2709","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"2710","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"2711","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"2712","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"2713","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"2714","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"2715","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"2716","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"2717","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"2718","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"2719","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"2720","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"2721","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"2722","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"2723","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"2724","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"2725","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"2726","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"2727","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"2728","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"2729","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"2730","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"2731","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"2732","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"2733","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"2734","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"2735","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"2736","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"2737","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"2738","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"2739","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"2740","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"2741","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"2742","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"2743","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"2744","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"2745","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"2746","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"2747","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"2748","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"2749","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"2750","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"2751","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"2752","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"2753","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"2754","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"2755","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"2756","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"2757","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"2758","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"2759","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"2760","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"2761","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"2762","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"2763","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"2764","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"2765","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"2766","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"2767","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"2768","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"2769","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"2770","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"2771","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"2772","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"2773","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"2774","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"2775","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"2776","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"2777","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"2778","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"2779","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"2780","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"2781","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"2782","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"2783","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"2784","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"2785","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"2786","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"2787","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"2788","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"2789","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"2790","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"2791","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"2792","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"2793","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"2794","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"2795","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"2796","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"2797","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"2798","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"2799","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"2800","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"2801","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"2802","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"2803","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"2804","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"2805","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"2806","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"2807","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"2808","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"2809","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"2810","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"2811","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"2812","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"2813","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"2814","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"2815","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"2816","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"2817","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"2818","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"2819","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"2820","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"2821","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"2822","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"2823","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"2824","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"2825","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"2826","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"2827","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"2828","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"2829","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"2830","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"2831","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"2832","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"2833","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"2834","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"2835","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"2836","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"2837","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"2838","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"2839","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"2840","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"2841","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"2842","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"2843","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"2844","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"2845","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"2846","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"2847","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"2848","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"2849","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"2850","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"2851","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"2852","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"2853","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"2854","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"2855","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"2856","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"2857","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"2858","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"2859","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"2860","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"2861","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"2862","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"2863","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"2864","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"2865","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"2866","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"2867","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"2868","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"2869","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"2870","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"2871","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"2872","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
